parliament,bill_number,bill_title,url_title,sponsor_name1,sponsor_title1,sponsor_name2,sponsor_title2,sponsor_name3,sponsor_title3,sponsor_name4,sponsor_title4,sponsor_name5,sponsor_title5,sponsor_name6,sponsor_title6,sponsor_name7,sponsor_title7,sponsor_name8,sponsor_title8
"37th Parliament, 4th Session",74,"Safety in Highway Construction Zones Statute Law Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-74,"Hoy, Pat",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",75,"Ontario Disability Support Program Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-75,"Parsons, Ernie",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",76,"Health Insurance Amendment Act (Insulin Pumps for Diabetics), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-76,"Duncan, Dwight",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",77,"Irish Heritage Day Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-77,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",78,"Condominium Amendment Act (Transient Tenancies), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-78,"Smitherman, George",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",79,"Kids First Licences Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-79,"Duncan, Dwight",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",80,"Archives Awareness Week Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-80,"Johnson, Bert",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",81,"Highway Traffic Amendment Act (Helmets), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-81,"Levac, Dave",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",82,"Environmental Protection Amendment Act (Pre-Treatment of Hazardous Waste), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-82,"Di Cocco, Caroline",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",83,"SARS Inquiry Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-83,"Hampton, Howard",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",84,"Insurance Amendment Act (Election Cancellation Insurance), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-84,"Parsons, Ernie",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",85,"Environmental Protection Amendment Act (Industrial Facilities), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-85,"Levac, Dave",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",86,"Veterans Appreciation Day Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-86,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",87,"Public Sector Energy Efficiency Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-87,"Cordiano, Joseph",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",88,"Junket Registry Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-88,"Kormos, Peter",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",89,"Coroners Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-89,"Hoy, Pat",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",90,"Highway Traffic Amendment Act (School Buses), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-90,"Parsons, Ernie",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",91,"Preventing Partisan Advertising Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-91,"Bradley, James J.",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",92,"Celebration of Hellenic Heritage Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-92,"Bountrogianni, Marie",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",93,"Traditional Chinese Medicine Practioners, Traditional Chinese Medicine Herbalists and Acupuncturists Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-93,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",94,"Election Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-94,"Conway, Sean",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",95,"Pipeline Excavation Safety and Accountability Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-95,"Sergio, Mario",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",96,"Macdonald-Cartier Freeway Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-96,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",97,"Dwarf Tossing Ban Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-97,"Pupatello, Sandra",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",98,"Compensation for Victims of Crime Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-98,"Duncan, Dwight",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",99,"Day Nurseries Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-99,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",100,"Kawartha Highlands Signature Site Park Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-100,"Eves, Hon. Ernie",Premier,,,,,,,,,,,,,,
"37th Parliament, 4th Session",101,"Cabinet Ministers' and Opposition Leaders' Expenses Review and Accountability Statute Law Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-101,"Duncan, Dwight",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",102,"Chris Stockwell Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-102,"Kormos, Peter",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",103,"Consumer Reporting Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-103,"Cordiano, Joseph",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",104,"Pierre Elliott Trudeau Highway Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-104,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",105,"Tenant Protection Amendment Act (Fairness in Rent Increases), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-105,"Caplan, David",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",106,"Transparency in Public Matters Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-106,"Di Cocco, Caroline",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",107,"Abolition of the Ontario Municipal Board Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-107,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",108,"Keeping Water in Public Hands Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-108,"Caplan, David",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",109,"Highway Traffic Amendment Act (Motorcycle Helmets), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-109,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",110,"June 30, 2003 Statutory Holiday Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-110,"Kormos, Peter",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",111,"International Day for the Elimination of Racial Discrimination Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-111,"Duncan, Dwight",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",112,"Sir Adam Beck Memorial Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-112,"Hampton, Howard",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",113,"Public Transportation and Highway Improvement Amendment Act (Noise Remediation), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-113,"Caplan, David",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",114,"Fire Protection and Prevention Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-114,"Levac, Dave",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",115,"Auto-Dialer Crime Alert Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-115,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",116,"Registered Plan (Retirement Income) Exemption Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-116,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",117,"Private Investigators and Security Guards Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-117,"Levac, Dave",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",118,"Education Amendment Act (Appropriate Use of Technology in Schools), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-118,"Caplan, David",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",119,"Employment Standards Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-119,"Tascona, Joseph N.",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",120,"Environmental Protection Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-120,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",121,"Michael Maxwell Act (Health Insurance Amendment), 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-121,"Martel, Shelley",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",122,"Polar Bear Protection Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-122,"Mushinski, Marilyn",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",123,"Mega-Hog Farm Control Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-123,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",124,"Ontario Heritage Amendment Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-124,"Tsubouchi, Hon. David H.",Minister of Culture,,,,,,,,,,,,,,
"37th Parliament, 4th Session",125,"Italian Heritage Day Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-125,"Agostino, Dominic",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",126,"Electronic Waste Producer Responsibility Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-126,"Churley, Marilyn",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",127,"Investment Trust Unitholders Protection from Liability Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-127,"Hastings, John",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",128,"Children's Health and the Environment Branch Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-128,"Churley, Marilyn",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",129,"Automobile Insurance Rates Control Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-129,"Smitherman, George",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",130,"Volunteer Firefighters Employment Protection Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-130,"Arnott, Ted",,,,,,,,,,,,,,,
"37th Parliament, 4th Session",131,"Amateur Baseball Month Act, 2003",https://www.ola.org/en/legislative-business/bills/parliament-37/session-4/bill-131,"Wettlaufer, Wayne",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR1,"Tilbury Area Public School Act (William J. Miller Trust), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr1,"Hoy, Pat",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",1,An Act to perpetuate an Ancient Parliamentary Right,https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-1,"Harris, Hon. Michael",Premier,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR2,"Wycliffe College Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr2,"Smitherman, George",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",2,"Ministerial Travel Accountability Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-2,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",3,"Safe Drinking Water Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-3,"Churley, Marilyn",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR3,"City of Ottawa Act (Remembrance Day), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr3,"Guzzo, Garry J.",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",4,"Saving for Our Children's Future Act (Income Tax Amendment), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-4,"Hastings, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",5,"Audit Statute Law Amendment Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-5,"Gerretsen, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR5,"Groves Memorial Community Hospital Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr5,"Arnott, Ted",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",6,"Protection of Minors from Sexually Explicit Goods and Services Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-6,"Wood, Bob",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR7,"Royal Ottawa Health Care Group/Services de Santé Royal Ottawa Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr7,"Patten, Richard",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",7,"Public Sector Salary Disclosure Amendment Act (Friends on the Take), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-7,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",8,"Canadian National Anthem Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-8,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR8,"1397399 Ontario Inc. Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr8,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR9,"Elliott Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr9,"Arnott, Ted",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",9,"Student Health and Safety Programs Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-9,"Gravelle, Michael",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR10,"Royal Ottawa Health Care Group/Services de Santé Royal Ottawa Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr10,"Patten, Richard",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",10,"Limitations Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-10,"Young, Hon. David",Attorney General,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR11,"Town of Erin Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr11,"Arnott, Ted",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",11,"Remembrance Day Observance Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-11,"Wood, Bob",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",12,An Act to perpetuate an Ancient Parliamentary Right,https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-12,"Witmer, Hon. Elizabeth",Deputy Premier,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR12,"Municipality of Chatham-Kent Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr12,"Beaubien, Marcel",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",13,"Electricity Amendment Act (Hydro Transmission Corridor Lands), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-13,"Sergio, Mario",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",14,"Fairness is a Two-Way Street Act (Miners and Forestry Workers), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-14,"Ramsay, David",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR14,"Redeemer University College Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr14,"Wood, Bob",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR15,"Toronto Atmospheric Fund Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr15,"Gilchrist, Steve",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",15,"Greater Judicial Appointments Accountability Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-15,"Wood, Bob",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",16,"Education Amendment Act (Restoring Peace in Our Schools), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-16,"McGuinty, Dalton",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR17,"Reena Foundation Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr17,"Arnott, Ted",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",17,"Ontario Natural Heritage Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-17,"Gilchrist, Steve",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",18,"Sir John A. Macdonald Highway Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-18,"Gilchrist, Steve",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",19,"Registered Plan Exemption Act (Retirement Savings and Education Savings), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-19,"Cordiano, Joseph",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",20,"Occupational Health and Safety Amendment Act (Workplace Carcinoma Committee), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-20,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",21,"Pierre Elliott Trudeau Highway Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-21,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR22,"City of Toronto Act (Rental Housing Units), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr22,"Bryant, Michael",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",22,"Protection of Children involved in Prostitution Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-22,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",23,"Highway Traffic Amendment Act (Youth Protection), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-23,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",24,"Muncipal Amendment Act (Adult Entertainment Parlors), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-24,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",25,"Solicitors Amendment Act (Contingency Fee Agreements), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-25,"Bryant, Michael",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",PR26,"Ajax Pickering Transit Authority Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-pr26,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",26,"Victims of Identity Theft Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-26,"Bryant, Michael",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",27,"Tommy Douglas Act (Patients' Bill of Rights), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-27,"Martel, Shelley",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",28,"Human Rights Code Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-28,"Ramsay, David",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",29,"Oak Ridges Moraine Green Planning Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-29,"Churley, Marilyn",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",30,"Volunteer Firefighters Employment Protection Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-30,"Arnott, Ted",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",31,"Labour Relations Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-31,"Martel, Shelley",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",32,"Petroleum Products Price Freeze Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-32,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",33,"Jay Lawrence and Bart Mackey Memorial Act (Highway Traffic), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-33,"Galt, Doug",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",34,"Dave Ellis Memorial Occupational Health and Safety Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-34,"Agostino, Dominic",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",35,"Irish Heritage Day Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-35,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",36,"Truth About Ipperwash Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-36,"Phillips, Gerry",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",37,"Affordable Housing Incentives Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-37,"Caplan, David",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",38,"Rent Freeze Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-38,"Marchese, Rosario",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",39,"Employment Standards Amendment Act (Raising the Minimum Wage), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-39,"Hampton, Howard",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",40,"Family Responsibility and Support Arrears Enforcement Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-40,"Wettlaufer, Wayne",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",41,"Day Nurseries Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-41,"Lalonde, Jean-Marc",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",42,"Oak Ridges Moraine Conservation, Protection and Promotion Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-42,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",43,"City of Greater Sudbury Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-43,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",44,"Gas Price Watchdog Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-44,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",45,"School Bus Driver Appreciation Week Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-45,"Parsons, Ernie",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",46,"Public Sector Accountability Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-46,"Flaherty, Hon. Jim",Minister of Finance,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",47,"Highway Traffic Amendment Act (Driving While Suspended), 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-47,"Bartolucci, Rick",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",48,"Inquiry into Police Investigations of Sexual Abuse Against Minors in the Cornwall Area Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-48,"Guzzo, Garry J.",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",49,"Highway Traffic Amendment Act (Cellular Phones), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-49,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",50,"Improved Safety on 400 Series Highways Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-50,"Mazzilli, Frank",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",51,"Portable Heart Defibrillator Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-51,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",52,"Legislative Assembly Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-52,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",53,"Public Sector Employee's Severance Pay Disclosure Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-53,"Bountrogianni, Marie",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",54,"Retail Sales Tax Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-54,"Parsons, Ernie",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",55,"Electricity Amendment Act (Consumer Protection), 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-55,"Hampton, Howard",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",56,"Genocide Memorial Week Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-56,"Wood, Bob",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",57,"Family Restroom Facilities Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-57,"Parsons, Ernie",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",58,"Reliable Energy and Consumer Protection Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-58,"Stockwell, Hon. Chris",Minister of Environment and Energy,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",59,"Trafalgar Moraine Protection Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-59,"Colle, Mike",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",60,"Victim Empowerment Act, 2002",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-60,"Sampson, Hon. Rob",Minister of Correctional Services,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",61,"Firearms Secure Locking Devices Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-61,"Bryant, Michael",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",62,"Physical Fitness Day Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-62,"O'Toole, John",,,,,,,,,,,,,,,
"37th Parliament, 3rd Session",63,"Tenant Protection Amendment Act, 2001",https://www.ola.org/en/legislative-business/bills/parliament-37/session-3/bill-63,"Marchese, Rosario",,,,,,,,,,,,,,,
